"server","user_action","details","created_on"
"public.portaler.zone","add","{""conns"":[""Hieos-Avaolum"",""Tieitos-Ouultum""],""expires"":""2021-02-02T23:10:04.764Z""}","2021-02-02 17:37:04.782598+00"
"public.portaler.zone","add","{""conns"":[""Everwinter Plain"",""Hieos-Avaolum""],""expires"":""2021-02-03T09:34:58.386Z""}","2021-02-02 17:36:58.399145+00"
"public.portaler.zone","add","{""conns"":[""Ouritos-Ofailos"",""Quaent-Al-Viesom""],""expires"":""2021-02-03T00:26:37.961Z""}","2021-02-02 17:33:37.973651+00"
"public.portaler.zone","add","{""conns"":[""Creag Garr"",""Ouritos-Ofailos""],""expires"":""2021-02-02T23:36:27.850Z""}","2021-02-02 17:33:27.865592+00"
"public.portaler.zone","add","{""conns"":[""Meltwater Sump"",""Ouritos-Ofailos""],""expires"":""2021-02-03T15:05:16.098Z""}","2021-02-02 17:33:16.115975+00"
"public.portaler.zone","add","{""conns"":[""Hieos-Aiigaum"",""Oasos-Uromlum""],""expires"":""2021-02-03T04:16:36.384Z""}","2021-02-02 17:29:36.399812+00"
"public.portaler.zone","add","{""conns"":[""Oasos-Uromlum"",""Pen Kerrig""],""expires"":""2021-02-03T02:11:24.512Z""}","2021-02-02 17:29:24.533564+00"
"public.portaler.zone","delete","{""id"":51250,""size"":2,""conn1"":""Oasos-Uromlum"",""conn2"":""Pen Kerrig"",""expires"":""2021-02-03T02:13:08.181+00:00"",""server_id"":4,""created_by"":1625,""created_on"":""2021-02-02T17:29:08.183129+00:00""}","2021-02-02 17:29:15.941944+00"
"public.portaler.zone","add","{""conns"":[""Oasos-Uromlum"",""Pen Kerrig""],""expires"":""2021-02-03T02:13:08.181Z""}","2021-02-02 17:29:08.192402+00"
"public.portaler.zone","add","{""conns"":[""Oasos-Uromlum"",""Pen Uchaf""],""expires"":""2021-02-02T20:32:02.380Z""}","2021-02-02 17:29:02.392553+00"
"public.portaler.zone","add","{""conns"":[""Oasos-Uromlum"",""Russerdell""],""expires"":""2021-02-02T22:25:54.916Z""}","2021-02-02 17:28:54.934364+00"
"public.portaler.zone","add","{""conns"":[""Gravemound Knoll"",""Hasitos-Avaolum""],""expires"":""2021-02-02T23:41:42.148Z""}","2021-02-02 17:27:42.161913+00"
"public.portaler.zone","add","{""conns"":[""Hasitos-Avaolum"",""Oasos-Uromlum""],""expires"":""2021-02-03T00:25:32.427Z""}","2021-02-02 17:27:32.437293+00"
"public.portaler.zone","add","{""conns"":[""Hasitos-Avaolum"",""Meltwater Delta""],""expires"":""2021-02-03T06:32:22.799Z""}","2021-02-02 17:27:22.812529+00"
"public.portaler.zone","add","{""conns"":[""Battlebrae Meadow"",""Xoritos-Exostum""],""expires"":""2021-02-03T02:54:43.272Z""}","2021-02-02 17:25:43.28252+00"
"public.portaler.zone","add","{""conns"":[""Fuyitos-Acalun"",""Xoritos-Exostum""],""expires"":""2021-02-02T18:31:36.374Z""}","2021-02-02 17:25:36.382786+00"
"public.portaler.zone","add","{""conns"":[""Whitebank Descent"",""Xoritos-Exostum""],""expires"":""2021-02-03T10:09:29.190Z""}","2021-02-02 17:25:29.20814+00"
"public.portaler.zone","add","{""conns"":[""Qiient-Et-Qinsum"",""Sasos-Oiozlum""],""expires"":""2021-02-02T15:55:53.686Z""}","2021-02-02 14:49:53.700481+00"
"public.portaler.zone","add","{""conns"":[""Runnelvein Slough"",""Sasos-Oiozlum""],""expires"":""2021-02-02T18:21:36.975Z""}","2021-02-02 14:49:36.984286+00"
"public.portaler.zone","add","{""conns"":[""Darkbough Snag"",""Sasos-Oiozlum""],""expires"":""2021-02-03T02:50:22.373Z""}","2021-02-02 14:49:22.39931+00"
"public.portaler.zone","add","{""conns"":[""Dusklight Fen"",""Oynitos-Uromlum""],""expires"":""2021-02-02T18:54:07.408Z""}","2021-02-02 14:48:07.42027+00"
"public.portaler.zone","add","{""conns"":[""Dewleaf Fen"",""Oynitos-Uromlum""],""expires"":""2021-02-02T23:32:58.333Z""}","2021-02-02 14:47:58.345495+00"
"public.portaler.zone","add","{""conns"":[""Malag Crevasse"",""Oynitos-Uromlum""],""expires"":""2021-02-02T21:42:51.884Z""}","2021-02-02 14:47:51.910139+00"
"public.portaler.zone","add","{""conns"":[""Heritos-Exozlos"",""Ouritos-Ataltum""],""expires"":""2021-02-02T21:47:45.993Z""}","2021-02-02 14:47:46.012624+00"
"public.portaler.zone","add","{""conns"":[""Ouritos-Ataltum"",""Sasos-Oiozlum""],""expires"":""2021-02-03T08:18:30.862Z""}","2021-02-02 14:47:30.871474+00"
"public.portaler.zone","add","{""conns"":[""Fiees-Ohohtum"",""Ouritos-Ataltum""],""expires"":""2021-02-02T23:26:24.805Z""}","2021-02-02 14:46:24.815817+00"
"public.portaler.zone","add","{""conns"":[""Conos-Avaelum"",""Tynos-Atatlos""],""expires"":""2021-02-02T15:41:03.738Z""}","2021-02-02 14:45:03.752141+00"
"public.portaler.zone","add","{""conns"":[""Conos-Avaelum"",""Gutras Hill""],""expires"":""2021-02-02T19:49:09.456Z""}","2021-02-02 14:44:09.620945+00"
"public.portaler.zone","add","{""conns"":[""Conos-Avaelum"",""Windripple Fen""],""expires"":""2021-02-03T03:58:03.091Z""}","2021-02-02 14:44:03.112597+00"
"public.portaler.zone","add","{""conns"":[""Conos-Avaelum"",""Malag Crevasse""],""expires"":""2021-02-02T17:33:54.296Z""}","2021-02-02 14:43:54.312946+00"
"public.portaler.zone","add","{""conns"":[""Curos-Avulsum"",""Southgrove Thicket""],""expires"":""2021-02-03T04:16:35.224Z""}","2021-02-02 14:42:35.232328+00"
"public.portaler.zone","add","{""conns"":[""Curos-Avulsum"",""Stumprot Swamp""],""expires"":""2021-02-03T01:34:24.659Z""}","2021-02-02 14:42:24.757886+00"
"public.portaler.zone","add","{""conns"":[""Curos-Avulsum"",""Malag Crevasse""],""expires"":""2021-02-03T02:26:47.338Z""}","2021-02-02 14:41:47.35078+00"
"public.portaler.zone","delete","{""id"":49669,""size"":0,""conn1"":""Lazygrass Plain"",""conn2"":""Slowtree Plain"",""expires"":""2021-03-15T20:13:21.401+00:00"",""server_id"":4,""created_by"":1061,""created_on"":""2021-02-01T12:34:21.403147+00:00""}","2021-02-02 11:58:38.700447+00"
"public.portaler.zone","delete","{""id"":49664,""size"":0,""conn1"":""Lazygrass Plain"",""conn2"":""Snapshaft Trough"",""expires"":""2021-03-15T20:10:24.149+00:00"",""server_id"":4,""created_by"":1061,""created_on"":""2021-02-01T12:31:24.150373+00:00""}","2021-02-02 11:58:34.208846+00"
"public.portaler.zone","delete","{""id"":49277,""size"":0,""conn1"":""Pen Gent"",""conn2"":""Tharcal Fissure"",""expires"":""2021-03-15T13:06:12.366+00:00"",""server_id"":4,""created_by"":2597,""created_on"":""2021-02-01T05:27:12.369677+00:00""}","2021-02-02 11:58:28.617402+00"
"public.portaler.zone","delete","{""id"":50292,""size"":0,""conn1"":""Sandrift Portal East"",""conn2"":""Widemoor Portal South"",""expires"":""2021-03-16T04:17:58.589+00:00"",""server_id"":4,""created_by"":2114,""created_on"":""2021-02-01T20:38:58.590925+00:00""}","2021-02-02 11:58:24.509228+00"
"public.portaler.zone","delete","{""id"":49688,""size"":0,""conn1"":""Drywater Meadow"",""conn2"":""Steelhide Meadow"",""expires"":""2021-03-15T20:25:37.588+00:00"",""server_id"":4,""created_by"":1061,""created_on"":""2021-02-01T12:46:37.589629+00:00""}","2021-02-02 11:58:15.134597+00"
"public.portaler.zone","delete","{""id"":51020,""size"":20,""conn1"":""Arthur's Rest"",""conn2"":""Avalanche Incline"",""expires"":""2021-02-02T12:17:29.523+00:00"",""server_id"":4,""created_by"":3464,""created_on"":""2021-02-02T11:06:29.525342+00:00""}","2021-02-02 11:06:44.050541+00"
"public.portaler.zone","add","{""conns"":[""Arthur's Rest"",""Avalanche Incline""],""expires"":""2021-02-02T12:17:29.523Z""}","2021-02-02 11:06:29.53473+00"
"public.portaler.zone","add","{""conns"":[""Arthur's Rest"",""Avalanche Ravine""],""expires"":""2021-03-16T18:44:19.669Z""}","2021-02-02 11:05:19.679023+00"
"public.portaler.zone","add","{""conns"":[""Fort Sterling"",""Kindlegrass Steppe""],""expires"":""2021-03-16T17:11:45.619Z""}","2021-02-02 09:32:45.643075+00"
"public.portaler.zone","add","{""conns"":[""Honos-Umayaum"",""Whitebank Stream""],""expires"":""2021-02-02T07:45:50.741Z""}","2021-02-02 07:11:50.74612+00"
"public.portaler.zone","add","{""conns"":[""Honos-Umayaum"",""Ooros-Ecunsum""],""expires"":""2021-02-02T10:43:44.452Z""}","2021-02-02 07:11:44.471098+00"
"public.portaler.zone","add","{""conns"":[""Honos-Umayaum"",""Huyes-Ogozlum""],""expires"":""2021-02-02T15:12:36.384Z""}","2021-02-02 07:11:36.396361+00"
"public.portaler.zone","add","{""conns"":[""Honos-Umayaum"",""Windgrass Portal West""],""expires"":""2021-02-02T13:30:29.197Z""}","2021-02-02 07:11:29.213422+00"
"public.portaler.zone","add","{""conns"":[""Honos-Umayaum"",""Quaent-Qintis""],""expires"":""2021-02-02T12:22:22.543Z""}","2021-02-02 07:11:22.663408+00"
"public.portaler.zone","add","{""conns"":[""Hilites-Ugumtum"",""Tilitos-Ataglos""],""expires"":""2021-02-02T15:31:41.607Z""}","2021-02-02 06:38:41.621137+00"
"public.portaler.zone","add","{""conns"":[""Soritos-Aiaitum"",""Timbertop Dale""],""expires"":""2021-02-02T07:44:59.708Z""}","2021-02-02 06:37:59.731205+00"
"public.portaler.zone","add","{""conns"":[""Soritos-Aiaitum"",""Wetgrave Bog""],""expires"":""2021-02-02T20:02:41.848Z""}","2021-02-02 06:37:41.865178+00"
"public.portaler.zone","add","{""conns"":[""Fynitos-Ezatam"",""Soritos-Aiaitum""],""expires"":""2021-02-02T14:18:31.902Z""}","2021-02-02 06:37:31.92372+00"
"public.portaler.zone","add","{""conns"":[""Souos-Availos"",""Tilitos-Ataglos""],""expires"":""2021-02-02T16:47:23.222Z""}","2021-02-02 06:36:23.269024+00"
"public.portaler.zone","add","{""conns"":[""Braemore Upland"",""Souos-Availos""],""expires"":""2021-02-02T15:09:16.295Z""}","2021-02-02 06:36:16.309925+00"
"public.portaler.zone","add","{""conns"":[""Soritos-Aiaitum"",""Souos-Availos""],""expires"":""2021-02-02T14:32:09.462Z""}","2021-02-02 06:36:09.477038+00"
"public.portaler.zone","add","{""conns"":[""Souos-Availos"",""Whitebank Cross""],""expires"":""2021-02-02T20:11:02.698Z""}","2021-02-02 06:36:02.710189+00"
"public.portaler.zone","add","{""conns"":[""Murkweald"",""Sasitos-Ugersum""],""expires"":""2021-02-02T17:42:49.673Z""}","2021-02-02 06:31:49.686741+00"
"public.portaler.zone","add","{""conns"":[""Sasitos-Ugersum"",""Timberslope Dell""],""expires"":""2021-02-02T18:52:44.455Z""}","2021-02-02 06:31:44.494436+00"
"public.portaler.zone","add","{""conns"":[""Sasitos-Ugersum"",""Whitebank Wall""],""expires"":""2021-02-02T22:03:37.742Z""}","2021-02-02 06:31:37.90373+00"
"public.portaler.zone","add","{""conns"":[""Giantweald Glade"",""Heritos-Exozlos""],""expires"":""2021-02-02T09:03:27.031Z""}","2021-02-02 06:26:27.040582+00"
"public.portaler.zone","add","{""conns"":[""Heritos-Exozlos"",""Stumprot Swamp""],""expires"":""2021-02-02T08:10:11.606Z""}","2021-02-02 06:26:11.635152+00"
"public.portaler.zone","add","{""conns"":[""Everwinter Crossing"",""Heritos-Exozlos""],""expires"":""2021-02-03T01:54:04.450Z""}","2021-02-02 06:26:04.457754+00"
"public.portaler.zone","add","{""conns"":[""Timberscar Dell"",""Tiros-Ouultum""],""expires"":""2021-02-02T11:50:20.454Z""}","2021-02-02 06:22:20.474355+00"
"public.portaler.zone","add","{""conns"":[""Cilos-Ofailos"",""Tiros-Ouultum""],""expires"":""2021-02-02T21:01:11.848Z""}","2021-02-02 06:22:11.857806+00"
"public.portaler.zone","add","{""conns"":[""Secent-Et-Qinsas"",""Tiros-Ouultum""],""expires"":""2021-02-02T17:18:05.278Z""}","2021-02-02 06:22:05.29137+00"
"public.portaler.zone","add","{""conns"":[""Hynitos-Ulamsum"",""Tiros-Ouultum""],""expires"":""2021-02-02T20:27:57.213Z""}","2021-02-02 06:21:57.22516+00"
"public.portaler.zone","add","{""conns"":[""Qiient-In-Tersom"",""Tiros-Ouultum""],""expires"":""2021-02-02T16:57:51.115Z""}","2021-02-02 06:21:51.125278+00"
"public.portaler.zone","add","{""conns"":[""Meltwater Delta"",""Tiros-Ouultum""],""expires"":""2021-02-02T13:30:43.107Z""}","2021-02-02 06:21:43.125758+00"
"public.portaler.zone","add","{""conns"":[""Cieos-Atatlum"",""Foritos-Aiaylos""],""expires"":""2021-02-02T14:33:07.600Z""}","2021-02-02 06:12:07.613719+00"
"public.portaler.zone","add","{""conns"":[""Foritos-Aiaylos"",""Huyos-Eyoztum""],""expires"":""2021-02-02T19:20:58.028Z""}","2021-02-02 06:11:58.038999+00"
"public.portaler.zone","add","{""conns"":[""Foritos-Aiaylos"",""Fynes-Unavtum""],""expires"":""2021-02-02T11:54:48.810Z""}","2021-02-02 06:11:48.822762+00"
"public.portaler.zone","add","{""conns"":[""Foritos-Aiaylos"",""Kindlegrass Steppe""],""expires"":""2021-02-02T16:22:41.531Z""}","2021-02-02 06:11:41.548201+00"
"public.portaler.zone","add","{""conns"":[""Foritos-Aiaylos"",""Whitebank Descent""],""expires"":""2021-02-02T12:18:34.424Z""}","2021-02-02 06:11:34.43987+00"
"public.portaler.zone","add","{""conns"":[""Arthur's Rest"",""Widemoor End""],""expires"":""2021-03-16T10:45:53.364Z""}","2021-02-02 03:06:53.447281+00"
"public.portaler.zone","add","{""conns"":[""Fasitos-Oleraum"",""Rivercopse Fount""],""expires"":""2021-02-02T17:20:03.122Z""}","2021-02-02 03:05:03.134582+00"
"public.portaler.zone","add","{""conns"":[""Fasitos-Oleraum"",""Ooros-Ataltum""],""expires"":""2021-02-02T18:04:47.578Z""}","2021-02-02 03:04:47.593464+00"
"public.portaler.zone","add","{""conns"":[""Drownfield Sink"",""Fasitos-Oleraum""],""expires"":""2021-02-02T14:04:32.222Z""}","2021-02-02 03:04:32.252281+00"
"public.portaler.zone","add","{""conns"":[""Battlebrae Plain"",""Fasitos-Oleraum""],""expires"":""2021-02-02T03:15:53.658Z""}","2021-02-02 02:23:53.667999+00"
"public.portaler.zone","add","{""conns"":[""Tetos-Igaelum"",""Wispwhisper Marsh""],""expires"":""2021-02-02T21:28:59.124Z""}","2021-02-02 01:30:59.133739+00"
"public.portaler.zone","add","{""conns"":[""Oasitos-Aoeuam"",""Wispwhisper Marsh""],""expires"":""2021-02-02T10:39:10.276Z""}","2021-02-02 01:30:10.284836+00"
"public.portaler.zone","add","{""conns"":[""Oynos-Oyozam"",""Slowtree Plain""],""expires"":""2021-02-02T21:55:37.070Z""}","2021-02-02 00:58:37.081369+00"
"public.portaler.zone","add","{""conns"":[""Fieos-Aiuttum"",""Glacierfall Cross""],""expires"":""2021-02-02T06:13:35.966Z""}","2021-02-02 00:39:35.983216+00"
"public.portaler.zone","add","{""conns"":[""Fieos-Aiuttum"",""Oebitos-Oyozam""],""expires"":""2021-02-02T21:39:08.853Z""}","2021-02-02 00:39:08.867231+00"
"public.portaler.zone","add","{""conns"":[""Fieos-Aiuttum"",""Razorrock Gulch""],""expires"":""2021-02-02T13:44:19.474Z""}","2021-02-02 00:38:19.493992+00"
"public.portaler.zone","add","{""conns"":[""Sandrift Portal East"",""Widemoor Portal South""],""expires"":""2021-03-16T04:17:58.589Z""}","2021-02-01 20:38:58.59516+00"
"public.portaler.zone","add","{""conns"":[""Longfen Veins"",""Xases-Ataglos""],""expires"":""2021-02-01T19:44:03.207Z""}","2021-02-01 18:31:03.221702+00"
"public.portaler.zone","add","{""conns"":[""Willowshade Lake"",""Xases-Ataglos""],""expires"":""2021-02-02T02:57:16.801Z""}","2021-02-01 18:29:16.808867+00"
"public.portaler.zone","add","{""conns"":[""Cynitos-Aiagsum"",""Oebos-Ixakaum""],""expires"":""2021-02-01T23:44:48.271Z""}","2021-02-01 15:02:48.282799+00"
"public.portaler.zone","add","{""conns"":[""Ferndell"",""Oebos-Ixakaum""],""expires"":""2021-02-02T04:26:22.279Z""}","2021-02-01 15:01:22.29462+00"
"public.portaler.zone","delete","{""id"":49611,""size"":7,""conn1"":""Oieos-Umiutum"",""conn2"":""Turitos-Uoemtum"",""expires"":""2021-02-01T17:02:40.489+00:00"",""server_id"":4,""created_by"":1618,""created_on"":""2021-02-01T12:06:40.492123+00:00""}","2021-02-01 14:23:36.144345+00"
"public.portaler.zone","add","{""conns"":[""Cedarcopse"",""Suyitos-Axaesum""],""expires"":""2021-02-02T02:31:20.758Z""}","2021-02-01 13:51:20.776272+00"
"public.portaler.zone","add","{""conns"":[""Suyitos-Axaesum"",""Touos-Ataglos""],""expires"":""2021-02-01T18:16:14.127Z""}","2021-02-01 13:51:14.134753+00"
"public.portaler.zone","add","{""conns"":[""Suyitos-Axaesum"",""Windripple Fen""],""expires"":""2021-02-02T08:28:58.500Z""}","2021-02-01 13:50:58.510411+00"
"public.portaler.zone","add","{""conns"":[""Curites-Exakrom"",""Turitos-Atatlos""],""expires"":""2021-02-01T21:39:28.233Z""}","2021-02-01 13:49:28.247122+00"
"public.portaler.zone","add","{""conns"":[""Sectun-In-Odesis"",""Turitos-Atatlos""],""expires"":""2021-02-01T20:33:20.409Z""}","2021-02-01 13:49:20.422093+00"
"public.portaler.zone","add","{""conns"":[""Drywater Meadow"",""Xouitos-Eyoztum""],""expires"":""2021-02-01T16:09:44.988Z""}","2021-02-01 13:47:45.000836+00"
"public.portaler.zone","add","{""conns"":[""Windripple Fen"",""Xouitos-Eyoztum""],""expires"":""2021-02-01T18:58:37.126Z""}","2021-02-01 13:47:37.142935+00"
"public.portaler.zone","add","{""conns"":[""Turitos-Atatlos"",""Xouitos-Eyoztum""],""expires"":""2021-02-02T08:32:29.813Z""}","2021-02-01 13:47:29.826529+00"
"public.portaler.zone","add","{""conns"":[""Gravemound Hills"",""Setos-Avamsum""],""expires"":""2021-02-01T23:45:00.391Z""}","2021-02-01 13:44:00.401228+00"
"public.portaler.zone","add","{""conns"":[""Setos-Avamsum"",""Tynos-Igurlum""],""expires"":""2021-02-02T06:34:49.763Z""}","2021-02-01 13:43:49.785035+00"
"public.portaler.zone","add","{""conns"":[""Hightree Portal North"",""Setos-Avamsum""],""expires"":""2021-02-01T17:25:39.670Z""}","2021-02-01 13:43:39.685174+00"
"public.portaler.zone","add","{""conns"":[""Cilos-Avioaum"",""Setos-Avamsum""],""expires"":""2021-02-01T16:40:43.791Z""}","2021-02-01 13:28:43.802571+00"
"public.portaler.zone","add","{""conns"":[""Hightree Pass"",""Siros-Ofurlos""],""expires"":""2021-02-02T03:22:07.475Z""}","2021-02-01 13:25:07.48567+00"
"public.portaler.zone","add","{""conns"":[""Cilos-Avioaum"",""Siros-Ofurlos""],""expires"":""2021-02-02T04:14:58.805Z""}","2021-02-01 13:24:58.819121+00"
"public.portaler.zone","add","{""conns"":[""Siros-Ofurlos"",""Xouitos-Eyoztum""],""expires"":""2021-02-02T05:05:51.277Z""}","2021-02-01 13:24:51.286037+00"
"public.portaler.zone","add","{""conns"":[""Siros-Ofurlos"",""Whitebank Cross""],""expires"":""2021-02-02T00:52:42.728Z""}","2021-02-01 13:24:42.777789+00"
"public.portaler.zone","add","{""conns"":[""Coues-Exakrom"",""Gutras Hill""],""expires"":""2021-02-02T03:09:44.352Z""}","2021-02-01 13:19:44.372678+00"
"public.portaler.zone","add","{""conns"":[""Coues-Exakrom"",""Synites-Aoarsum""],""expires"":""2021-02-01T19:19:35.577Z""}","2021-02-01 13:19:35.59809+00"
"public.portaler.zone","add","{""conns"":[""Coues-Exakrom"",""Deepwood Gorge""],""expires"":""2021-02-02T07:30:11.217Z""}","2021-02-01 13:19:11.223737+00"
"public.portaler.zone","add","{""conns"":[""Hasitos-Avaolum"",""Iceburn Cliffs""],""expires"":""2021-02-02T09:45:47.827Z""}","2021-02-01 13:13:47.835657+00"
"public.portaler.zone","add","{""conns"":[""Hasitos-Avaolum"",""Tynos-Atatlos""],""expires"":""2021-02-01T17:45:40.450Z""}","2021-02-01 13:13:40.469277+00"
"public.portaler.zone","add","{""conns"":[""Firos-Enomaum"",""Hasitos-Avaolum""],""expires"":""2021-02-01T15:20:34.091Z""}","2021-02-01 13:13:34.111107+00"
"public.portaler.zone","add","{""conns"":[""Hasitos-Avaolum"",""Xouos-Aioblos""],""expires"":""2021-02-02T07:50:26.908Z""}","2021-02-01 13:13:26.919226+00"
"public.portaler.zone","add","{""conns"":[""Creag Garr"",""Hasitos-Avaolum""],""expires"":""2021-02-01T20:19:20.215Z""}","2021-02-01 13:13:20.227853+00"
"public.portaler.zone","add","{""conns"":[""Cairn Darg"",""Oieitos-Ixakaum""],""expires"":""2021-02-01T16:52:34.304Z""}","2021-02-01 13:11:34.315384+00"
"public.portaler.zone","add","{""conns"":[""Oieitos-Ixakaum"",""Wispwhisper Marsh""],""expires"":""2021-02-01T17:01:26.971Z""}","2021-02-01 13:11:26.990625+00"
"public.portaler.zone","add","{""conns"":[""Cetos-Obaelos"",""Oieitos-Ixakaum""],""expires"":""2021-02-01T21:24:19.862Z""}","2021-02-01 13:11:19.87433+00"
"public.portaler.zone","add","{""conns"":[""Creag Garr"",""Oieitos-Ixakaum""],""expires"":""2021-02-01T23:11:11.540Z""}","2021-02-01 13:11:11.724709+00"
"public.portaler.zone","add","{""conns"":[""Petitos-Amayam"",""Pures-Ouozlum""],""expires"":""2021-02-01T18:04:02.975Z""}","2021-02-01 13:10:02.985347+00"
"public.portaler.zone","add","{""conns"":[""Pures-Ouozlum"",""Sleetwater Basin""],""expires"":""2021-02-01T20:21:55.616Z""}","2021-02-01 13:09:55.6274+00"
"public.portaler.zone","add","{""conns"":[""Haytor"",""Hetitos-Iuaerom""],""expires"":""2021-02-02T07:09:32.553Z""}","2021-02-01 13:07:32.566029+00"
"public.portaler.zone","add","{""conns"":[""Hetitos-Iuaerom"",""Suyites-Uzurtum""],""expires"":""2021-02-01T19:05:26.010Z""}","2021-02-01 13:07:26.024533+00"
"public.portaler.zone","add","{""conns"":[""Eldon Hill"",""Hetitos-Iuaerom""],""expires"":""2021-02-02T01:59:17.365Z""}","2021-02-01 13:07:17.383186+00"
"public.portaler.zone","add","{""conns"":[""Hetitos-Iuaerom"",""Pen Gent""],""expires"":""2021-02-02T07:46:09.943Z""}","2021-02-01 13:07:09.950114+00"
"public.portaler.zone","add","{""conns"":[""Drywater Meadow"",""Steelhide Meadow""],""expires"":""2021-03-15T20:25:37.588Z""}","2021-02-01 12:46:37.597407+00"
"public.portaler.zone","add","{""conns"":[""Steelhide Meadow"",""Tebitos-Igaelum""],""expires"":""2021-02-02T02:06:01.257Z""}","2021-02-01 12:44:01.270342+00"
"public.portaler.zone","add","{""conns"":[""Huyos-Uxeulum"",""Steelhide Meadow""],""expires"":""2021-02-01T16:21:44.382Z""}","2021-02-01 12:43:44.39586+00"
"public.portaler.zone","add","{""conns"":[""Oynitos-Uromlum"",""Steelhide Meadow""],""expires"":""2021-02-01T21:43:23.251Z""}","2021-02-01 12:43:23.284943+00"
"public.portaler.zone","add","{""conns"":[""Longmarch Meadow"",""Steelhide Meadow""],""expires"":""2021-03-15T20:22:00.698Z""}","2021-02-01 12:43:00.714015+00"
"public.portaler.zone","add","{""conns"":[""Cetos-Obaelos"",""Steelhide Meadow""],""expires"":""2021-02-01T16:21:41.002Z""}","2021-02-01 12:42:41.014716+00"
"public.portaler.zone","add","{""conns"":[""Casitos-Avaelum"",""Longmarch Meadow""],""expires"":""2021-02-02T06:30:48.487Z""}","2021-02-01 12:39:48.496462+00"
"public.portaler.zone","add","{""conns"":[""Bridgewatch"",""Longmarch Meadow""],""expires"":""2021-03-15T20:17:38.608Z""}","2021-02-01 12:38:38.623842+00"
"public.portaler.zone","add","{""conns"":[""Bridgewatch"",""Lazygrass Plain""],""expires"":""2021-03-15T20:16:48.134Z""}","2021-02-01 12:37:48.157586+00"
"public.portaler.zone","delete","{""id"":49675,""size"":0,""conn1"":""Bridgewatch"",""conn2"":""Snapshaft Trough"",""expires"":""2021-03-15T20:16:32.467+00:00"",""server_id"":4,""created_by"":1061,""created_on"":""2021-02-01T12:37:32.468802+00:00""}","2021-02-01 12:37:41.784581+00"
"public.portaler.zone","add","{""conns"":[""Bridgewatch"",""Snapshaft Trough""],""expires"":""2021-03-15T20:16:32.467Z""}","2021-02-01 12:37:32.484739+00"
"public.portaler.zone","delete","{""id"":49672,""size"":0,""conn1"":""Bridgewatch"",""conn2"":""Snapshaft Trough"",""expires"":""2021-03-15T20:15:43.733+00:00"",""server_id"":4,""created_by"":1061,""created_on"":""2021-02-01T12:36:43.735088+00:00""}","2021-02-01 12:37:21.110235+00"
"public.portaler.zone","add","{""conns"":[""Bridgewatch"",""Smoothfloor Cleft""],""expires"":""2021-03-15T20:15:55.893Z""}","2021-02-01 12:36:55.902663+00"
"public.portaler.zone","add","{""conns"":[""Bridgewatch"",""Snapshaft Trough""],""expires"":""2021-03-15T20:15:43.733Z""}","2021-02-01 12:36:43.745042+00"
"public.portaler.zone","add","{""conns"":[""Lazygrass Plain"",""Slowtree Plain""],""expires"":""2021-03-15T20:13:21.401Z""}","2021-02-01 12:34:21.417115+00"
"public.portaler.zone","add","{""conns"":[""Casitos-Avaelum"",""Slowtree Plain""],""expires"":""2021-02-02T05:10:13.521Z""}","2021-02-01 12:34:13.567335+00"
"public.portaler.zone","add","{""conns"":[""Slowtree Plain"",""Soros-Axaesum""],""expires"":""2021-02-02T06:37:49.561Z""}","2021-02-01 12:33:49.568315+00"
"public.portaler.zone","add","{""conns"":[""Huyes-Ogozlum"",""Kindlegrass Steppe""],""expires"":""2021-02-01T17:17:13.489Z""}","2021-02-01 12:32:13.563291+00"
"public.portaler.zone","add","{""conns"":[""Lazygrass Plain"",""Snapshaft Trough""],""expires"":""2021-03-15T20:10:24.149Z""}","2021-02-01 12:31:24.165197+00"
"public.portaler.zone","add","{""conns"":[""Snapshaft Trough"",""Tetos-Ulaurom""],""expires"":""2021-02-02T03:22:03.219Z""}","2021-02-01 12:31:03.23254+00"
"public.portaler.zone","add","{""conns"":[""Cebitos-Aeaylum"",""Lazygrass Plain""],""expires"":""2021-02-01T20:01:04.072Z""}","2021-02-01 12:27:04.091642+00"
"public.portaler.zone","add","{""conns"":[""Lazygrass Plain"",""Touos-Uoemtum""],""expires"":""2021-02-02T08:16:43.922Z""}","2021-02-01 12:26:43.93359+00"
"public.portaler.zone","add","{""conns"":[""Honos-Umayaum"",""Huyes-Ogozlum""],""expires"":""2021-02-01T19:46:47.440Z""}","2021-02-01 12:25:47.452421+00"
"public.portaler.zone","add","{""conns"":[""Feros-Oyuctum"",""Synitos-Ofurlos""],""expires"":""2021-02-02T06:39:46.162Z""}","2021-02-01 12:19:46.174379+00"
"public.portaler.zone","add","{""conns"":[""Synitos-Ofurlos"",""Timbertop Escarp""],""expires"":""2021-02-01T20:05:20.604Z""}","2021-02-01 12:19:20.61682+00"
"public.portaler.zone","add","{""conns"":[""Settun-Et-Odetum"",""Suyitos-Oyarlos""],""expires"":""2021-02-01T14:58:31.915Z""}","2021-02-01 12:18:31.926825+00"
"public.portaler.zone","add","{""conns"":[""Farshore Lagoon"",""Synitos-Ofurlos""],""expires"":""2021-02-01T20:38:57.613Z""}","2021-02-01 12:17:57.619331+00"
"public.portaler.zone","add","{""conns"":[""Febos-Acalun"",""Huyes-Ogozlum""],""expires"":""2021-02-01T14:28:15.629Z""}","2021-02-01 12:16:15.640087+00"
